관측일,평균기온,최저기온,최고기온,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖)
2020-05-18,18.1,16.0,21.4,16.3,7.5,9.2,3.6,1.2,0.0
2020-05-25,19.8,14.1,24.6,19.8,7.6,9.2,1.5,5.9,0.0
2020-06-01,22.6,14.9,28.5,18.4,7.4,8.4,1.3,1.7,0.0
2020-06-08,24.1,14.2,34.1,22.2,7.7,8.1,1.7,5.1,0.0
2020-06-15,24.2,18.4,30.2,20.7,7.4,8.3,1.4,3.2,0.0
2020-06-22,22.9,13.4,31.7,21.2,7.4,8.1,1.7,3.3,0.0
2020-06-29,,18.4,25.6,21.6,7.5,8.0,1.2,5.4,0.0
2020-07-06,23.0,18.1,28.0,22.2,7.5,7.9,2.3,6.8,0.0
2020-07-13,19.0,17.6,21.3,23.5,7.5,8.0,2.5,9.4,947.0
2020-07-20,27.4,23.3,31.3,21.4,7.4,7.8,7.6,7.5,39.0
2020-07-27,21.8,20.6,24.0,20.5,7.4,7.9,11.8,6.2,92.0
2020-08-03,27.9,24.0,32.3,20.1,7.2,7.3,9.4,5.3,0.0
2020-08-10,25.8,23.6,31.3,22.4,7.4,7.0,9.1,9.1,251.0
2020-08-18,27.6,21.6,34.2,25.0,7.5,8.4,6.4,28.6,9532.0
2020-08-24,27.2,21.9,33.2,23.5,7.7,7.5,17.6,19.6,45967.0
2020-08-31,24.3,22.3,26.5,23.0,8.0,6.7,10.2,25.6,38694.0
2020-09-03,25.3,19.0,29.2,22.7,7.3,6.7,14.7,14.1,19938.0
2020-09-07,22.4,20.5,24.6,20.5,7.0,6.9,25.1,10.2,1894.0
2020-09-10,21.6,18.2,26.9,21.7,7.0,7.6,81.0,5.3,475.0
2020-09-14,21.1,17.3,27.3,22.1,7.2,7.0,54.3,3.6,0.0
2020-09-21,16.0,9.4,23.0,22.7,7.2,7.2,24.4,7.8,0.0
2020-09-28,15.5,8.7,23.4,21.6,7.6,7.9,29.2,24.9,2706.0
2020-10-05,15.0,9.7,20.3,19.9,7.3,6.9,32.1,6.3,159.0
2020-10-12,15.4,10.5,22.9,19.6,7.2,8.2,43.5,15.4,338.0
2020-10-19,12.0,3.4,21.6,20.8,7.6,7.4,39.3,8.3,0.0
2020-10-26,11.7,3.6,20.5,17.3,7.4,7.9,17.8,6.2,0.0
2020-11-02,11.2,2.7,17.2,16.5,7.4,8.3,21.7,4.4,0.0
2020-11-09,7.2,1.9,13.1,14.2,7.8,9.0,13.3,2.7,0.0
2020-11-16,10.1,2.5,19.3,14.6,7.6,8.7,14.7,2.8,0.0
2020-11-23,5.2,0.1,10.4,12.6,7.8,9.6,12.1,2.6,0.0
2020-11-30,2.9,-1.7,7.9,11.4,7.9,10.1,15.6,3.7,0.0
2020-12-07,2.8,-4.1,10.9,9.5,7.6,10.8,23.0,2.9,389.0
2020-12-14,-3.1,-6.2,-0.1,6.8,7.9,11.5,14.3,2.3,0.0
2020-12-21,0.2,-6.8,6.1,6.7,7.8,11.8,19.0,4.1,0.0
2020-12-28,3.0,-2.4,12.5,6.6,8.0,11.7,11.6,3.2,0.0
2021-01-04,-1.9,-8.0,4.6,4.0,7.9,12.7,20.7,3.5,0.0
2021-01-11,-5.4,-10.7,-0.6,4.2,8.4,12.4,14.5,3.5,0.0
2021-01-18,-3.5,-10.6,3.1,3.7,8.0,12.6,11.2,3.2,0.0
2021-01-25,6.4,1.7,11.5,7.7,8.3,11.4,11.6,3.6,0.0
2021-02-01,6.4,2.1,10.2,6.4,8.0,11.8,12.2,4.5,0.0
2021-02-08,0.6,-3.3,5.5,2.6,7.9,13.8,16.5,6.5,0.0
2021-06-28,22.4,18.7,27.0,21.5,8.2,7.0,1.0,6.9,561.0
2021-07-05,23.3,20.3,25.9,23.2,8.3,7.9,2.8,8.4,389.0
2021-07-12,26.7,21.0,33.3,23.6,8.0,7.1,9.0,5.9,185.0
2021-07-19,25.7,22.2,30.2,24.4,8.1,6.8,13.0,17.6,6410.0
2021-07-26,26.6,21.6,32.9,24.3,9.0,7.1,10.5,23.3,89576.0
2021-08-02,26.3,23.6,33.3,22.8,8.2,6.4,8.7,20.3,81328.0
2021-08-05,28.6,22.9,34.8,24.0,8.0,4.7,2.8,3.2,2600.0
2021-08-09,25.1,21.5,31.0,23.5,8.6,6.1,9.7,8.9,838.0
2021-08-17,22.3,20.1,25.8,22.8,7.6,5.0,5.5,9.5,345.0
2021-08-23,22.1,20.0,24.2,22.8,7.8,6.2,9.0,13.7,770.0
2021-08-30,23.8,20.2,28.5,24.0,8.0,6.9,123.0,7.6,548.0
2021-09-06,21.0,18.9,25.8,21.6,7.2,6.9,33.8,15.7,600.0
2021-09-13,21.1,17.7,24.8,22.3,7.3,6.8,60.5,12.9,251.0
2021-09-23,20.4,15.4,26.1,20.7,6.9,5.8,62.1,12.9,0.0
2021-09-27,19.4,16.5,23.7,22.0,7.7,7.6,33.8,37.2,590.0
2021-10-05,22.4,16.2,29.5,21.6,7.9,5.7,55.1,13.7,257.0
2021-10-12,15.9,14.3,17.6,19.2,7.9,7.5,40.9,15.5,66.0
2021-10-18,7.5,-0.1,16.8,18.8,7.5,7.5,38.8,9.3,0.0
2021-10-25,10.6,4.6,19.8,18.7,7.3,6.9,20.3,6.9,0.0
2021-11-08,10.1,5.8,18.0,17.0,7.7,8.5,10.1,6.4,0.0
2021-11-15,7.6,0.6,17.2,15.1,7.9,8.9,9.2,3.3,0.0
2021-11-22,7.1,2.2,13.2,16.3,7.6,7.6,7.7,2.8,86.0
2021-11-29,4.8,-3.5,14.7,11.5,8.1,8.4,8.2,2.0,0.0
2021-12-06,3.4,-2.9,12.6,10.1,8.0,8.1,8.1,2.2,0.0
