관측일,평균기온,최저기온,최고기온,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖)
2021-01-25,7.5,3.0,12.0,,,,,,
2021-02-01,7.1,3.9,10.1,3.2,8.9,15.5,3.4,40.1,0.0
2021-02-08,0.7,-2.3,4.4,3.4,9.0,15.5,3.4,46.4,0.0
2021-06-28,23.9,21.3,28.0,25.6,8.8,9.8,5.2,25.8,9884.0
2021-07-05,24.1,20.6,27.2,24.9,8.3,9.2,3.8,32.5,4074.0
2021-07-12,27.0,22.2,34.1,24.5,7.6,8.8,23.1,6.2,189.0
2021-07-19,27.1,23.8,31.6,27.0,8.3,9.1,5.0,35.4,5714.0
2021-07-26,28.4,23.4,33.9,29.4,8.9,11.0,3.0,29.7,6039.0
2021-08-02,27.8,25.0,32.9,29.7,8.6,9.0,4.6,18.3,18548.0
2021-08-09,27.3,23.1,33.0,28.7,7.9,7.1,6.3,8.2,7387.0
2021-08-17,23.4,21.7,26.9,27.0,7.8,7.7,4.2,8.9,2415.0
2021-08-23,23.2,21.2,24.9,26.4,7.8,8.2,3.9,11.6,1415.0
2021-08-30,25.3,22.0,30.6,23.1,7.4,8.9,27.7,2.4,393.0
2021-09-06,21.7,19.4,25.6,21.1,7.4,9.2,23.5,3.1,547.0
2021-09-13,23.1,20.9,25.8,23.2,8.0,9.2,4.8,25.4,1496.0
2021-09-23,21.8,17.6,26.6,23.2,8.0,8.7,3.4,11.4,175.0
2021-09-27,20.4,17.8,24.8,22.8,8.0,8.3,4.3,11.5,346.0
2021-10-05,24.0,19.7,30.1,23.9,8.0,8.9,4.4,13.1,3589.0
2021-10-12,15.9,14.7,17.3,22.1,7.8,7.7,6.8,7.1,165.0
2021-10-18,9.2,2.0,17.6,18.9,8.0,9.0,9.5,5.5,116.0
2021-10-25,12.5,7.0,20.4,16.8,8.9,11.2,6.6,32.1,3495.0
2021-11-08,11.3,8.2,17.4,15.1,8.5,10.4,3.0,12.5,984.0
2021-11-15,9.9,4.2,17.4,12.8,8.2,10.3,2.8,6.5,822.0
2021-11-22,7.7,3.5,12.1,11.9,8.4,11.5,2.4,9.8,700.0
2021-11-29,7.0,-0.8,16.1,9.6,8.1,11.1,1.6,8.7,1901.0
2021-12-06,5.1,-0.5,12.5,7.3,8.3,11.9,2.1,12.5,909.0
