관측일,평균기온,최저기온,최고기온,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖)
2020-07-27,21.7,20.9,24.1,23.5,8.1,10.9,2.6,14.7,628.0
2020-08-03,27.9,24.2,32.2,26.5,8.3,9.5,1.0,5.0,345.0
2020-08-11,27.8,24.9,33.6,25.3,7.8,9.7,2.7,5.2,379.0
2020-08-18,28.4,22.9,35.6,28.4,7.2,8.9,1.8,6.9,1482.0
2020-08-24,27.4,22.3,33.9,26.9,8.3,6.5,1.6,9.0,1329.0
2020-08-31,24.3,22.0,27.6,15.3,7.2,6.9,1.7,2.4,50.0
2020-09-08,24.1,17.7,29.6,20.3,7.2,7.5,33.5,7.2,22.0
2020-09-14,21.3,17.1,28.0,24.1,7.5,8.0,9.7,6.5,365.0
2020-09-21,16.6,10.1,24.8,22.8,7.7,8.8,3.5,8.1,797.0
2020-09-28,16.1,10.6,24.5,20.9,7.5,8.7,3.7,8.5,730.0
2020-10-06,15.0,7.6,22.5,19.8,7.3,7.8,4.0,5.6,488.0
2020-10-12,15.7,10.2,23.1,19.4,7.2,8.8,2.8,8.9,827.0
2020-10-19,13.3,5.7,23.2,19.1,7.4,8.2,1.8,5.2,832.0
2020-10-26,12.6,5.1,22.2,18.8,7.4,8.0,1.7,5.1,363.0
2020-11-02,,4.3,18.4,16.6,7.3,8.5,2.0,12.7,419.0
2020-11-09,7.3,2.0,12.6,14.2,7.3,6.9,2.6,6.9,107.0
2020-11-16,10.7,3.1,20.3,14.9,7.5,8.5,1.6,7.2,749.0
2020-11-23,6.3,2.9,11.3,13.6,7.6,8.4,2.1,6.4,64.0
2020-11-30,3.9,0.6,8.2,10.8,7.7,9.4,2.1,7.1,122.0
2020-12-07,4.1,-3.0,11.9,10.7,7.6,11.1,1.4,5.1,87.0
2020-12-14,-2.6,-5.4,-0.1,7.9,7.9,10.5,1.9,6.1,5.0
2020-12-21,0.9,-3.9,6.0,7.3,7.4,9.5,3.0,4.8,13.0
2020-12-28,4.5,-0.7,13.5,7.6,7.7,11.5,0.9,3.0,0.0
2021-01-04,-1.2,-7.8,5.8,6.4,7.6,13.7,1.3,3.3,5.0
2021-01-11,-4.3,-9.6,0.5,4.0,7.5,10.6,1.0,2.8,0.0
2021-01-18,-2.4,-10.0,4.8,2.0,7.6,13.0,1.9,1.9,0.0
2021-01-25,6.4,2.7,11.9,6.0,7.9,13.5,2.0,4.0,0.0
2021-02-01,7.3,2.8,11.9,5.1,7.6,12.3,1.3,2.5,0.0
2021-02-08,1.2,-2.3,5.2,3.6,7.2,13.0,2.3,2.8,0.0
2021-06-28,23.0,20.8,26.1,24.9,7.6,7.9,4.7,5.6,113.0
2021-07-05,24.2,21.2,27.5,25.6,8.1,8.9,2.1,7.4,103.0
2021-07-12,27.6,22.3,34.3,28.7,7.7,8.1,2.1,4.1,27.0
2021-07-19,26.5,22.5,31.1,28.5,7.5,7.5,1.4,2.3,33.0
2021-07-26,27.0,21.5,33.1,29.9,7.9,7.5,1.2,3.2,24.0
2021-08-02,27.9,24.6,34.0,31.0,7.9,7.3,1.7,2.5,10.0
2021-08-09,24.8,22.3,30.3,28.4,7.4,7.0,1.9,4.4,50.0
2021-08-17,22.3,20.8,24.7,23.8,7.7,8.9,1.0,7.8,264.0
2021-08-23,22.7,20.5,26.2,25.0,7.3,9.2,0.8,6.5,304.0
2021-08-30,25.1,21.9,30.3,27.2,8.1,8.8,2.1,7.8,1154.0
2021-09-06,22.2,19.9,25.9,23.4,7.8,7.7,1.6,13.6,410.0
2021-09-13,21.8,18.6,26.6,24.7,8.5,9.6,0.7,8.6,777.0
2021-09-23,20.2,14.3,27.3,23.8,8.2,7.4,1.1,12.2,1771.0
2021-09-27,19.3,17.1,23.2,21.8,7.3,9.1,0.9,11.1,84.0
2021-10-05,23.3,16.8,31.1,24.8,7.1,9.7,1.3,8.7,3189.0
2021-10-12,15.8,14.4,17.4,21.5,7.1,6.0,1.0,18.5,2445.0
2021-10-18,8.9,1.1,19.1,20.9,7.3,8.1,0.4,8.2,868.0
2021-10-25,12.1,6.0,21.5,19.0,6.7,7.0,0.6,6.9,1181.0
2021-11-08,11.1,7.8,20.0,16.2,7.6,8.9,0.1,5.5,299.0
2021-11-15,8.4,2.0,18.2,15.6,6.8,9.3,0.6,3.7,173.0
2021-11-22,8.0,2.0,14.0,13.6,7.0,10.9,1.1,3.7,131.0
2021-11-29,6.4,-1.9,18.0,12.9,6.6,10.5,0.9,5.2,159.0
2021-12-06,5.4,-1.2,15.1,11.6,7.1,10.5,0.7,3.1,91.0
