관측일,평균기온,최저기온,최고기온,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖)
2019-10-21,17.1,12.5,21.4,18.8,8.2,5.7,13.0,4.3,28.0
2019-10-28,13.2,6.0,20.4,17.7,7.6,8.1,6.4,9.5,439.0
2019-11-04,13.4,8.7,17.5,17.2,7.4,8.0,9.0,11.3,0.0
2019-11-11,13.9,9.8,18.7,16.3,7.8,8.2,7.4,8.5,127.0
2019-11-18,12.9,6.0,19.4,15.3,7.6,9.1,12.9,4.6,0.0
2019-11-26,9.5,6.3,12.9,13.5,7.8,9.1,6.1,4.4,0.0
2019-12-02,5.7,1.5,8.5,12.2,7.8,7.7,5.9,5.3,0.0
2019-12-09,5.3,-1.2,12.6,9.4,7.9,10.1,7.5,8.5,212.0
2019-12-16,8.5,2.2,14.5,9.8,7.8,10.5,8.2,12.8,0.0
2019-12-23,5.7,0.0,11.1,8.6,7.9,11.0,7.5,15.4,0.0
2019-12-30,8.2,4.4,13.9,7.7,7.9,11.2,7.1,6.8,0.0
2020-01-09,3.9,1.1,7.8,7.2,8.0,11.6,10.1,6.9,0.0
2020-01-14,1.9,-0.6,6.2,5.3,7.7,11.7,7.9,7.9,0.0
2020-01-21,3.1,-1.6,8.6,5.3,8.2,11.8,7.1,9.0,0.0
2020-01-28,7.6,6.3,8.9,5.2,8.0,11.9,7.5,15.9,0.0
2020-02-03,4.2,1.2,8.2,6.7,7.9,11.9,11.6,5.4,0.0
2020-02-10,6.1,1.5,11.9,7.5,8.0,12.1,12.4,5.8,0.0
2020-02-18,0.2,-5.2,6.7,7.2,8.4,12.5,9.8,16.8,0.0
2020-02-24,10.6,2.1,19.0,8.6,8.4,12.7,9.8,9.1,0.0
2020-03-03,6.9,3.0,11.7,8.7,8.0,12.3,10.8,12.4,0.0
2020-03-09,9.2,3.8,13.8,9.4,8.1,11.8,10.6,9.9,0.0
2020-03-16,5.8,0.1,11.8,12.2,8.2,11.8,10.0,9.2,0.0
2020-03-24,10.3,5.4,14.8,12.0,8.1,11.2,8.9,8.3,0.0
2020-03-30,10.4,6.3,15.9,11.2,11.0,8.1,8.4,4.0,0.0
2020-04-07,14.6,8.1,21.1,15.0,8.0,10.3,8.3,5.5,0.0
2020-04-14,14.1,4.1,23.2,12.7,7.7,9.9,8.2,2.6,0.0
2020-04-20,14.5,10.1,20.5,12.0,7.9,9.6,8.7,3.3,0.0
2020-04-27,12.7,6.1,19.3,14.5,8.1,10.1,9.4,5.8,0.0
2020-05-06,16.5,12.4,21.8,16.4,7.9,8.9,9.7,5.1,0.0
2020-05-11,21.7,15.3,28.7,18.6,8.2,9.2,7.8,6.4,0.0
2020-05-19,16.1,12.7,19.7,15.8,7.7,9.2,2.7,6.2,0.0
2020-05-26,19.8,17.3,25.0,16.5,7.9,8.3,3.0,6.0,0.0
2020-06-01,22.8,17.8,29.2,,,,,,
2020-06-08,22.9,15.9,29.3,,,,,,
2020-06-15,25.5,20.2,31.0,,,,,,
2020-06-22,22.3,15.8,27.9,,,,,,
2020-06-29,21.6,19.2,24.8,,,,,,
2020-07-06,22.4,19.7,25.4,,,,,,
2020-07-14,19.5,18.6,20.8,17.4,7.7,7.0,39.6,2.2,0.0
2020-07-20,27.7,25.9,30.5,19.2,7.7,8.3,15.6,15.2,155.0
2020-07-27,22.6,21.3,25.0,18.9,7.9,9.0,26.1,22.5,70.0
2020-08-03,28.2,26.1,31.7,20.6,7.8,8.0,12.6,27.2,0.0
2020-08-10,26.6,23.9,29.2,,,,,,
2020-08-18,28.3,23.8,34.1,21.3,8.0,7.9,8.8,9.8,2393.0
2020-08-24,26.9,23.0,31.8,19.3,8.1,5.2,6.7,4.3,5879.0
2020-08-31,24.5,23.5,27.1,20.3,7.9,5.3,3.0,7.3,7054.0
2020-09-07,22.9,20.3,24.9,,,,,,
2020-09-14,21.2,16.9,27.2,,,,,,
2020-09-21,18.3,12.3,23.5,19.6,7.4,7.5,8.7,2.6,28.0
2020-09-28,17.5,13.4,22.0,17.8,7.6,8.3,6.5,15.1,0.0
2020-10-05,16.0,11.5,20.2,16.8,7.9,8.0,4.5,8.5,0.0
2020-10-12,17.2,12.3,23.3,16.2,7.5,8.7,4.6,17.0,382.0
2020-10-19,15.6,11.0,21.1,16.0,7.7,8.6,4.5,13.9,679.0
2020-10-26,14.5,9.7,21.3,15.3,7.6,8.8,6.0,9.2,268.0
2020-11-02,13.4,8.4,17.7,14.7,7.5,8.7,3.7,5.0,1104.0
2020-11-09,8.3,3.8,13.1,10.8,7.1,8.5,7.1,8.3,155.0
2020-11-18,18.3,14.0,23.0,10.3,7.5,9.5,8.9,5.1,198.0
2020-11-24,7.6,2.6,14.8,9.7,7.5,10.1,7.8,8.0,0.0
2020-12-01,4.7,0.2,11.0,7.0,6.9,11.8,8.4,10.5,0.0
2020-12-07,6.9,2.8,12.7,5.1,7.1,11.1,5.2,10.3,0.0
2020-12-14,-1.8,-5.1,1.1,3.1,7.4,12.1,5.0,14.8,0.0
2020-12-21,2.4,-2.2,6.7,1.5,7.4,13.9,3.2,10.0,0.0
2020-12-28,7.8,3.6,14.1,1.4,7.4,14.5,2.0,7.4,0.0
2021-01-04,1.0,-4.3,6.5,3.0,7.3,12.2,2.2,8.8,0.0
2021-01-11,-1.2,-5.1,3.0,,,,,,
2021-01-18,0.8,-4.1,5.5,,,,,,
2021-01-25,8.8,7.5,11.3,5.0,7.5,12.8,2.3,4.5,0.0
2021-02-02,1.4,-3.5,9.2,3.8,7.7,12.9,2.0,4.7,0.0
2021-02-08,1.9,-2.2,7.1,4.6,7.8,12.8,1.6,6.0,0.0
2021-06-28,22.9,20.7,26.4,22.4,7.7,7.3,7.7,8.0,340.0
2021-07-05,23.5,21.5,26.6,23.1,7.5,6.6,4.2,12.1,0.0
2021-07-12,27.5,23.3,32.7,24.3,7.8,6.6,6.7,10.0,155.0
2021-07-19,26.5,23.3,30.1,26.2,7.9,8.4,3.0,16.4,594.0
2021-07-26,27.4,23.8,31.9,26.8,7.9,5.8,3.5,12.0,325.0
2021-08-02,27.9,25.1,32.4,27.5,7.8,4.6,5.3,11.6,2011.0
2021-08-09,24.9,21.9,30.1,27.2,7.8,4.6,5.2,10.1,1940.0
2021-08-17,22.4,21.2,23.6,26.8,7.8,5.3,7.1,12.8,1529.0
2021-08-23,23.4,21.5,26.5,25.2,7.4,6.4,9.1,10.1,452.0
2021-08-30,25.2,22.4,29.5,23.7,7.6,6.4,21.1,1.7,0.0
2021-09-06,22.6,20.5,25.3,23.2,7.0,4.4,7.7,8.6,99.0
2021-09-13,23.0,21.2,24.8,24.1,7.0,5.1,4.6,10.8,877.0
2021-09-23,21.7,17.8,26.5,23.2,7.3,5.3,4.1,20.0,765.0
2021-09-27,20.5,18.2,23.7,23.1,7.7,6.2,6.3,19.9,1839.0
2021-10-05,24.3,19.5,30.5,23.2,7.2,5.9,5.3,11.8,1325.0
2021-10-12,16.9,16.0,17.8,22.5,7.8,6.4,5.6,9.2,2305.0
2021-10-18,11.0,5.4,18.3,20.9,7.4,7.3,5.1,14.7,773.0
2021-10-25,14.2,9.0,20.4,18.9,8.2,9.4,3.0,28.1,1037.0
2021-11-08,14.3,7.0,21.0,16.4,8.3,11.0,4.0,20.6,0.0
2021-11-15,11.0,5.4,17.9,14.4,8.0,10.2,3.5,17.9,469.0
2021-11-22,9.5,2.6,16.0,13.6,8.4,10.4,2.6,10.7,0.0
2021-11-29,9.5,2.4,17.8,11.7,7.7,10.3,2.8,5.6,0.0
2021-12-06,8.9,2.7,15.3,9.6,8.0,10.9,2.2,3.1,198.0
