관측일,평균기온,최저기온,최고기온,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖)
2019-07-29,27.7,23.6,32.1,22.5,7.7,7.6,14.6,9.0,283.0
2019-08-05,29.0,23.4,35.7,25.5,8.0,6.9,9.2,13.0,198.0
2019-08-12,28.1,24.7,30.9,25.0,7.7,4.1,9.2,6.8,127.0
2019-08-19,25.6,19.5,31.9,25.2,8.4,5.8,15.1,4.8,141.0
2019-08-26,23.8,18.1,30.5,25.6,8.1,5.3,13.7,6.0,126.0
2019-09-02,20.2,19.3,21.4,25.6,8.2,6.0,10.0,10.8,2252.0
2019-09-09,26.2,23.2,31.6,24.0,8.1,7.3,12.3,8.9,3597.0
2019-09-16,23.8,18.5,29.0,23.3,8.3,7.1,10.2,6.8,3285.0
2019-09-23,18.3,16.6,20.5,18.1,8.0,8.6,24.4,12.0,948.0
2019-09-30,23.5,20.7,27.3,20.0,8.2,8.8,13.3,27.5,3413.0
2019-10-07,15.8,14.5,17.6,20.2,7.7,7.7,21.8,5.2,0.0
2019-10-14,15.2,8.3,24.5,19.5,7.6,8.2,12.7,12.1,0.0
2019-10-21,14.9,8.3,23.4,18.5,7.6,8.1,4.4,20.9,311.0
2019-10-28,10.8,2.4,18.9,18.4,8.1,7.7,5.4,13.8,183.0
2019-11-04,12.7,7.5,19.0,17.3,8.0,7.5,3.5,6.3,0.0
2019-11-11,12.7,6.3,19.5,16.2,7.6,7.4,5.6,3.5,892.0
2019-11-18,12.2,4.9,19.2,14.7,7.7,8.0,3.4,6.7,170.0
2019-11-25,10.1,8.3,14.7,13.6,7.6,8.3,4.0,7.2,0.0
2019-12-02,6.0,2.0,9.4,12.9,7.8,8.0,3.3,11.1,0.0
2019-12-09,1.1,-6.2,11.0,10.5,7.5,8.3,3.1,14.7,0.0
2019-12-16,5.2,-1.0,14.0,10.9,7.6,7.7,2.3,9.0,0.0
2019-12-23,2.4,-3.6,12.1,8.7,7.4,7.7,2.3,8.5,0.0
2019-12-30,6.1,2.7,11.1,7.1,7.4,7.5,2.4,7.9,0.0
2020-01-06,2.8,-2.4,4.6,6.4,7.5,7.7,2.4,6.7,0.0
2020-01-13,-0.2,-5.5,7.4,6.3,7.9,7.5,3.4,5.9,0.0
2020-01-20,0.8,-5.6,9.3,6.0,7.8,7.3,1.9,7.5,0.0
2020-01-28,8.2,5.6,11.3,6.1,7.6,10.4,3.8,8.8,0.0
2020-02-03,1.8,-3.8,9.6,6.4,7.5,10.0,2.8,7.1,0.0
2020-02-10,2.5,-5.3,12.6,6.3,7.6,10.0,2.8,7.0,0.0
2020-02-18,0.3,-6.9,8.5,6.5,7.5,13.4,2.6,7.9,0.0
2020-02-24,6.4,-3.8,16.1,7.0,8.1,11.9,7.8,4.0,0.0
2020-03-02,7.9,1.7,13.7,8.1,7.3,11.5,7.5,6.3,0.0
2020-03-09,7.8,0.5,13.7,8.9,7.2,11.5,7.1,6.3,0.0
2020-03-16,5.4,-2.5,11.9,9.4,7.0,11.1,8.7,4.3,0.0
2020-03-23,11.6,0.8,20.3,10.9,7.4,10.9,7.8,2.5,0.0
2020-03-30,11.5,6.3,18.4,12.0,7.4,10.5,7.6,3.5,0.0
2020-04-06,9.0,-1.5,18.4,13.1,7.7,10.5,7.5,4.2,0.0
2020-04-14,11.6,-0.3,22.8,13.8,7.8,10.7,2.8,3.9,0.0
2020-04-20,13.5,7.0,20.0,14.5,7.8,10.4,1.7,3.7,0.0
2020-04-27,12.9,4.0,20.6,15.1,7.6,9.9,3.2,7.9,0.0
2020-05-04,20.9,15.1,28.2,16.4,8.0,9.7,2.7,9.0,0.0
2020-05-11,19.4,9.0,28.9,17.3,7.5,8.0,4.0,11.2,0.0
2020-05-18,18.0,15.3,21.1,19.4,7.9,8.0,4.0,13.0,0.0
2020-05-25,19.4,14.3,24.9,20.0,8.4,8.2,4.5,14.8,155.0
2020-06-01,22.4,15.9,28.9,20.0,8.1,6.8,3.9,12.2,255.0
2020-06-08,23.1,14.1,32.2,21.4,8.3,6.7,4.3,11.4,340.0
2020-06-15,23.7,17.3,30.4,22.7,7.7,5.7,4.7,8.7,707.0
2020-06-22,22.7,15.6,30.0,22.3,7.6,5.0,4.8,17.2,56.0
2020-06-29,21.7,19.7,25.3,23.3,7.7,5.3,4.4,6.6,141.0
2020-07-06,21.9,18.9,24.0,23.5,7.7,7.7,3.6,16.5,1615.0
2020-07-14,20.3,18.8,23.1,19.4,7.1,8.6,24.3,4.0,254.0
2020-07-20,26.4,23.8,30.2,19.1,7.2,8.3,10.9,8.8,42.0
2020-07-27,22.1,19.7,25.2,18.7,7.6,7.9,12.0,5.5,56.0
2020-08-03,27.3,24.7,30.4,21.1,6.8,8.3,7.3,35.5,439.0
2020-08-11,26.5,25.5,29.8,21.8,7.2,8.6,19.7,2.3,0.0
2020-08-18,28.6,23.5,35.0,24.7,7.6,8.4,10.7,17.4,297.0
2020-08-24,27.2,22.7,33.2,26.0,7.7,6.8,6.9,4.4,340.0
2020-08-31,26.6,23.6,30.2,14.7,7.7,8.0,3.4,7.3,155.0
2020-09-08,24.4,21.5,29.1,20.7,7.3,8.4,26.5,6.1,56.0
2020-09-14,22.1,18.8,27.7,21.8,7.9,8.9,10.0,6.1,198.0
2020-09-21,17.3,11.1,24.5,21.7,8.4,8.2,8.5,8.2,42.0
2020-09-28,17.0,10.0,24.7,21.4,8.4,8.5,8.3,27.3,0.0
2020-10-05,16.0,10.6,21.3,21.6,8.6,8.1,8.2,6.5,1245.0
2020-10-12,17.1,12.0,24.8,20.3,8.1,8.4,5.8,6.3,1813.0
2020-10-19,12.8,5.4,22.2,19.0,8.3,9.5,5.3,16.9,863.0
2020-10-26,11.2,3.9,21.3,17.6,8.1,9.1,5.4,8.1,2988.0
2020-11-02,12.2,4.5,18.6,16.6,7.7,8.5,5.7,5.6,3385.0
2020-11-09,8.4,2.8,14.6,13.5,7.7,8.9,4.7,8.0,339.0
2020-11-16,11.0,3.4,21.6,15.2,8.2,9.8,4.4,8.5,0.0
2020-11-23,6.3,0.6,12.4,15.4,7.9,9.8,2.1,8.5,85.0
2020-12-01,2.2,-4.9,10.8,11.6,7.6,10.3,6.3,6.8,42.0
2020-12-07,2.7,-3.6,10.8,9.8,7.7,10.6,6.8,11.8,2422.0
2020-12-14,-1.0,-4.1,1.9,8.5,8.4,12.7,5.4,9.9,948.0
2020-12-21,-1.3,-7.4,7.7,6.3,8.8,13.0,5.6,8.7,466.0
2020-12-28,3.1,0.1,11.3,5.6,8.5,12.9,5.5,9.6,2676.0
2021-01-04,-1.4,-7.7,7.2,4.4,8.7,12.9,5.6,6.7,2974.0
2021-01-11,-3.3,-7.9,1.3,2.8,8.0,13.4,5.4,6.2,1931.0
2021-01-19,-1.8,-8.2,5.6,3.2,8.8,12.8,3.3,4.6,771.0
2021-01-25,6.4,-1.2,14.3,3.9,8.0,13.2,6.2,4.2,375.0
2021-02-01,7.4,4.3,10.6,4.3,7.9,13.5,6.9,4.8,0.0
2021-02-08,2.5,-2.8,6.6,4.3,7.9,13.5,6.9,4.9,33.0
2021-06-28,24.5,20.5,30.1,24.9,7.3,6.3,6.1,29.1,133.0
2021-07-05,21.9,21.0,22.8,25.2,6.9,5.0,9.2,7.3,516.0
2021-07-12,27.7,24.8,32.7,21.9,7.1,8.9,16.1,9.2,0.0
2021-07-19,26.2,23.1,29.9,24.9,7.4,7.0,10.6,10.9,50.0
2021-07-26,26.6,21.5,33.1,25.7,7.5,6.6,7.3,7.4,783.0
2021-08-02,28.3,25.6,32.5,27.0,7.3,4.9,7.7,8.1,5549.0
2021-08-09,27.6,22.6,33.9,27.4,7.1,6.7,8.0,9.2,3816.0
2021-08-17,24.5,20.7,28.6,28.4,7.5,6.4,5.8,9.9,1233.0
2021-08-23,23.4,22.5,24.8,26.4,7.3,6.6,7.5,14.9,2533.0
2021-08-30,26.3,23.7,31.0,24.0,7.5,7.8,8.7,15.7,2983.0
2021-09-06,21.0,18.8,23.5,24.3,7.5,7.6,7.8,26.0,1383.0
2021-09-13,22.7,18.5,26.7,23.7,7.3,6.6,6.4,13.8,4916.0
2021-09-23,20.4,14.4,28.1,23.6,7.4,7.1,7.5,15.5,9382.0
2021-09-28,21.8,18.7,25.2,23.5,7.2,6.5,6.5,12.2,9755.0
2021-10-05,23.2,19.3,29.4,24.0,7.6,6.4,5.9,9.1,8878.0
2021-10-12,16.4,15.8,16.7,24.1,6.3,6.2,4.3,2.9,7179.0
2021-10-18,8.3,-0.1,18.0,21.4,7.5,7.5,5.7,3.9,1390.0
2021-10-25,11.8,5.3,20.8,18.9,7.4,8.6,5.4,13.3,429.0
2021-11-09,7.4,0.6,13.1,16.3,7.0,9.0,5.1,14.8,79.0
2021-11-15,8.3,1.7,17.8,14.8,7.2,9.4,5.8,11.0,0.0
2021-11-22,8.7,0.4,14.6,13.9,7.3,10.1,4.1,2.8,0.0
2021-11-29,5.7,-2.3,15.9,12.0,7.4,10.6,4.7,2.4,0.0
2021-12-06,6.6,1.8,15.3,10.2,7.1,10.6,4.2,3.6,0.0
