관측일,평균기온,최저기온,최고기온,수온(℃),pH,DO(㎎/L),탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖)
2020-03-02,7.6,1.9,14.8,,,,,,
2020-03-09,7.7,1.2,13.8,,,,,,
2020-03-16,5.5,-3.2,13.3,10.2,7.7,12.0,2.9,11.5,257.0
2020-03-23,11.7,1.2,21.3,13.3,8.7,12.4,1.7,13.9,519.0
2020-03-30,11.7,6.1,19.4,14.5,8.7,11.7,1.9,17.5,425.0
2020-04-06,9.7,-1.2,19.6,14.7,8.8,12.2,2.0,12.0,144.0
2020-04-13,9.9,3.1,16.4,13.6,8.5,11.0,4.0,10.6,10.0
2020-04-20,13.9,7.8,19.8,15.0,8.5,10.8,3.6,13.4,0.0
2020-04-27,12.8,4.3,20.7,16.0,8.3,10.6,2.4,10.4,0.0
2020-05-04,22.3,16.6,29.4,19.8,8.8,10.1,1.3,9.4,12.0
2020-05-11,19.4,9.4,28.2,20.2,8.6,10.0,3.0,27.4,172.0
2020-05-18,18.3,14.5,22.9,20.7,8.4,9.8,2.3,20.8,233.0
2020-05-25,19.6,13.1,26.5,21.8,8.9,11.0,3.3,34.7,61.0
2020-06-01,23.2,16.3,29.5,24.4,9.2,10.7,2.5,18.2,683.0
2020-06-08,24.1,14.5,33.7,26.2,8.8,9.5,1.9,10.5,1571.0
2020-06-15,24.9,17.3,31.4,26.1,7.6,7.9,4.1,10.1,1438.0
2020-06-22,24.0,16.1,32.6,26.9,8.8,10.5,3.2,36.9,4149.0
2020-06-29,22.2,19.7,27.1,26.7,8.5,9.8,4.2,34.0,59228.0
2020-07-06,22.8,19.3,26.7,24.6,7.8,8.5,3.4,17.7,14298.0
2020-07-09,23.6,19.7,28.6,26.3,8.8,10.4,4.3,56.2,42781.0
2020-07-15,19.9,18.5,22.4,20.4,7.5,8.3,58.9,12.2,34.0
2020-07-17,23.3,18.7,29.9,21.6,7.6,8.6,26.3,4.4,507.0
2020-07-20,27.7,24.6,31.0,21.6,7.2,8.8,16.0,7.9,359.0
2020-07-27,22.8,20.8,26.0,21.1,7.3,9.1,34.8,6.7,262.0
2020-08-03,28.4,26.4,31.8,23.3,7.5,8.8,47.4,4.3,234.0
2020-08-10,26.4,25.2,29.2,,,,,,
2020-08-18,,23.5,31.6,26.3,7.6,9.3,16.1,20.2,1330.0
2020-08-24,28.0,23.0,34.4,28.1,8.5,9.4,10.4,28.5,1981.0
2020-08-31,26.0,22.8,30.1,27.5,7.3,7.7,14.0,10.7,445.0
2020-09-09,22.7,19.3,27.4,21.4,7.1,8.6,36.2,5.3,6282.0
2020-09-14,22.3,18.5,28.6,22.8,7.2,9.0,15.2,5.9,1722.0
2020-09-21,16.6,10.5,24.7,23.0,7.5,9.5,14.1,11.4,631.0
2020-09-28,16.6,10.4,25.2,22.0,8.8,10.8,6.5,24.6,777.0
2020-10-05,15.3,8.5,21.6,21.5,8.8,10.8,5.3,37.8,2085.0
2020-10-12,16.5,11.6,25.1,20.3,8.7,10.8,3.1,18.4,8740.0
2020-10-19,12.7,5.1,23.1,18.0,8.8,12.1,5.2,29.6,858.0
2020-10-26,11.3,3.5,22.4,16.6,9.0,13.1,6.3,65.4,1742.0
2020-11-02,12.3,4.2,19.3,15.4,9.1,12.6,5.1,57.5,1029.0
2020-11-09,6.2,-1.2,15.0,12.9,9.0,12.1,3.8,24.7,1387.0
2020-11-16,10.5,2.1,21.7,12.7,8.4,11.4,2.1,6.3,375.0
2020-11-23,5.8,0.4,13.1,13.6,8.2,10.6,2.0,12.3,200.0
2020-11-30,2.0,-4.3,11.2,10.3,8.1,11.1,1.7,7.3,1551.0
2020-12-07,,-3.7,12.6,7.9,8.1,12.2,1.9,12.6,989.0
2020-12-14,-1.0,-7.4,2.6,6.2,8.2,12.4,1.7,7.5,605.0
2020-12-21,-1.9,-8.8,8.4,3.8,8.4,13.9,1.6,17.6,9381.0
2020-12-28,4.0,-0.1,13.0,4.0,8.4,14.0,2.5,17.8,769.0
2021-01-04,-1.6,-8.5,7.6,3.5,8.3,14.0,2.5,20.0,266.0
2021-01-11,-3.7,-8.0,1.1,,,,,,
2021-01-18,-1.2,-7.8,4.6,,,,,,
2021-01-25,7.8,0.3,15.7,4.4,8.2,14.3,3.5,32.0,68.0
2021-02-01,7.7,4.9,11.4,5.5,8.5,14.3,3.2,33.8,0.0
2021-02-08,1.9,-5.1,8.4,5.2,8.8,15.0,4.0,43.3,19.0
2021-06-28,25.4,20.9,30.7,26.7,8.8,9.7,4.5,27.8,25454.0
2021-07-05,23.1,21.5,24.9,25.4,7.9,8.4,6.7,17.3,54753.0
2021-07-08,25.8,22.8,30.5,23.3,7.8,7.8,53.7,22.0,1429.0
2021-07-12,28.2,23.4,34.5,24.2,7.4,8.3,79.1,7.1,86.0
2021-07-19,26.8,23.2,31.4,27.3,8.1,9.1,7.3,37.2,60.0
2021-07-26,27.3,21.2,34.2,29.1,8.7,10.7,6.1,52.7,7609.0
2021-08-02,28.6,24.9,34.2,30.7,8.5,10.2,5.9,61.7,25563.0
2021-08-09,28.8,24.6,34.0,28.9,7.8,7.7,9.3,13.4,2020.0
2021-08-17,24.7,22.2,28.7,26.7,7.9,8.6,6.3,17.5,32453.0
2021-08-23,23.8,22.9,25.7,25.9,7.8,8.3,5.9,12.2,3345.0
2021-08-30,26.2,23.0,31.8,24.0,7.5,8.7,25.7,3.6,161.0
2021-09-06,21.6,19.5,25.1,22.1,7.7,9.0,11.1,7.0,911.0
2021-09-13,22.3,18.0,27.8,24.0,7.9,9.0,8.4,17.6,1097.0
2021-09-23,20.5,14.6,27.9,23.6,8.2,9.7,4.8,17.1,2615.0
2021-09-27,21.3,18.2,26.6,23.3,8.5,10.1,10.0,18.8,648.0
2021-10-05,22.9,18.4,31.0,24.3,8.7,10.6,3.4,31.4,2803.0
2021-10-12,16.6,16.0,17.1,22.5,8.3,9.2,3.5,36.0,1801.0
2021-10-18,7.9,-0.7,19.0,18.9,8.5,10.3,2.6,19.3,889.0
2021-10-25,11.2,4.9,21.8,17.5,9.0,12.1,2.2,32.7,3225.0
2021-11-08,10.0,7.2,15.8,14.8,8.9,10.9,2.5,15.1,667.0
2021-11-15,7.9,1.7,18.1,13.3,8.4,10.9,1.2,11.7,342.0
2021-11-22,8.6,1.9,12.7,,,,,,
2021-11-29,5.3,-3.5,17.5,10.4,8.9,12.4,1.9,14.6,674.0
2021-12-06,5.9,0.0,15.4,8.7,8.8,12.4,1.7,13.3,672.0
